101	000
115	0010
105	0011
104	0100
110	0101
79	01100000000
40	011000000010
41	011000000011
78	0110000001
47	011000001000000
54	011000001000001
52	011000001000010
42	011000001000011
86	01100000100010
50	011000001000110
51	011000001000111
70	011000001001
71	01100000101
113	0110000011
77	011000010
84	011000011
107	0110001
112	011001
46	0110100
118	0110101
121	011011
111	0111
97	1000
89	10010000000
122	100100000010
58	1001000000110
34	1001000000111
87	1001000001
72	1001000010
74	100100001100
76	100100001101
67	10010000111
65	1001000100
66	1001000101
63	1001000110
81	10010001110
68	10010001111
45	10010010
33	1001001100
69	100100110100
53	100100110101000
57	1001001101010010
56	1001001101010011
49	10010011010101
48	100100110101100
95	10010011010110100
90	10010011010110101000
91	10010011010110101001
93	10010011010110101010
64	10010011010110101011
36	10010011010110101100
37	100100110101101011010
94	10010011010110101101100
62	100100110101101011011010
92	1001001101011010110110110
61	10010011010110101101101110
60	100100110101101011011011110
38	10010011010110101101101111100
96	10010011010110101101101111101
127	10010011010110101101101111110
43	100100110101101011011011111110
123	10010011010110101101101111111100
124	10010011010110101101101111111101
125	10010011010110101101101111111110
126	10010011010110101101101111111111
35	1001001101011010110111
88	1001001101011010111
55	1001001101011011
85	10010011010111
75	10010011011
120	1001001110
80	100100111100
82	100100111101
106	10010011111
102	100101
108	10011
116	1010
103	101100
44	101101
119	101110
99	101111
100	11000
109	110010
10	110011
117	110100
98	1101010
59	1101011000
83	1101011001
73	110101101
39	11010111
114	11011
32	111
