114	0000
10	00010
118	0001100
65	00011010
87	00011011
121	000111
101	001
104	0100
97	0101
117	01100
44	011010
107	0110110
39	0110111
100	01110
108	01111
115	1000
99	100100
119	100101
112	100110
59	10011100
58	10011101
78	100111100
33	100111101
63	100111110
45	100111111
111	1010
116	1011
32	110
105	11100
103	1110100
98	1110101
109	111011
110	11110
70	1111100000
113	1111100001
85	11111000100000000
86	11111000100000001
60	1111100010000001
89	111110001000001
91	11111000100001
57	111110001000100000
82	1111100010001000010
81	11111000100010000110
90	111110001000100001110
56	1111100010001000011110
92	11111000100010000111110
93	111110001000100001111110
94	1111100010001000011111110
127	11111000100010000111111110
80	111110001000100001111111110
55	1111100010001000011111111110
43	11111000100010000111111111110
37	111110001000100001111111111110
51	1111100010001000011111111111110000000
71	1111100010001000011111111111110000001
67	1111100010001000011111111111110000010
49	11111000100010000111111111111100000110
48	111110001000100001111111111111000001110
120	1111100010001000011111111111110000011110
96	11111000100010000111111111111100000111110
95	111110001000100001111111111111000001111110
64	1111100010001000011111111111110000011111110
124	11111000100010000111111111111100000111111110
47	111110001000100001111111111111000001111111110
126	1111100010001000011111111111110000011111111110
40	11111000100010000111111111111100000111111111110
34	111110001000100001111111111111000001111111111110
35	111110001000100001111111111111000001111111111111
74	11111000100010000111111111111100001
53	1111100010001000011111111111110001
76	111110001000100001111111111111001
123	11111000100010000111111111111101
36	11111000100010000111111111111110000000
41	11111000100010000111111111111110000001
52	1111100010001000011111111111111000001
72	1111100010001000011111111111111000010
69	11111000100010000111111111111110000110
106	111110001000100001111111111111100001110
50	111110001000100001111111111111100001111
42	11111000100010000111111111111110001
75	1111100010001000011111111111111001
54	111110001000100001111111111111101
125	11111000100010000111111111111111
38	11111000100010001
88	1111100010001001
61	111110001000101
62	11111000100011
73	111110001001
83	11111000101
68	11111000110
77	11111000111
46	1111100100
79	1111100101
122	1111100110
66	1111100111
84	1111101
102	111111
